"time (JD)" Vmag Verr
2458661.4425 15.671 0.019
2458661.44328 15.677 0.013999999999999999
2458661.4440900004 15.694 0.015
2458661.44484 15.665999999999999 0.013999999999999999
2458661.4456 15.66 0.013000000000000001
2458661.44635 15.648 0.013999999999999999
2458661.44716 15.662 0.015
2458661.44792 15.665 0.013000000000000001
2458661.44868 15.668 0.015
2458661.44944 15.652999999999999 0.013000000000000001
2458661.45024 15.663 0.013000000000000001
2458661.451 15.68 0.013000000000000001
2458661.4517599996 15.692 0.013000000000000001
2458661.4525099997 15.687999999999999 0.013000000000000001
2458661.45333 15.679 0.013000000000000001
2458661.4541 15.68 0.013999999999999999
2458661.45485 15.702 0.013000000000000001
2458661.45561 15.681 0.015
2458661.4564 15.677999999999999 0.013999999999999999
2458661.45718 15.685 0.013000000000000001
2458661.45793 15.714 0.015
2458661.45869 15.663 0.012
2458661.4594900003 15.655 0.013000000000000001
2458661.46025 15.655 0.013000000000000001
2458661.4610200003 15.672 0.013999999999999999
2458661.46177 15.655 0.013000000000000001
2458661.46258 15.663 0.013999999999999999
2458661.4634 15.654000000000002 0.012
2458661.46416 15.655 0.012
2458661.4649099996 15.645 0.013000000000000001
2458661.46572 15.671 0.012
2458661.46648 15.672 0.013000000000000001
2458661.46725 15.667 0.012
2458661.468 15.677 0.013999999999999999
2458661.4688 15.665 0.012
2458661.4695599996 15.687999999999999 0.015
2458661.47032 15.687999999999999 0.013000000000000001
2458661.47109 15.689 0.012
2458661.4719 15.67 0.012
2458661.47265 15.679 0.012
2458661.4734099996 15.677 0.013000000000000001
2458661.4742400004 15.659 0.012
2458661.47503 15.639000000000001 0.012
2458661.4758 15.634 0.011000000000000001
2458661.47655 15.652000000000001 0.013000000000000001
2458661.47733 15.635 0.011000000000000001
2458661.4781400003 15.647 0.012
2458661.4788900004 15.664000000000001 0.012
2458661.47965 15.675999999999998 0.012
2458661.48041 15.664000000000001 0.013000000000000001
2458661.48122 15.702 0.013000000000000001
2458661.48284 15.659 0.016
2458661.4835900003 15.7 0.018000000000000002
2458661.48434 15.66 0.016
2458661.48515 15.682 0.017
2458661.4859 15.686 0.016
2458661.48667 15.652999999999999 0.013000000000000001
2458661.48742 15.65 0.012
2458661.48822 15.654000000000002 0.012
2458661.4889700003 15.652999999999999 0.013000000000000001
2458661.48973 15.671 0.012
2458661.49049 15.669 0.013000000000000001
2458661.49127 15.657 0.012
2458661.49203 15.652999999999999 0.013999999999999999
2458661.49278 15.630999999999998 0.012
2458661.49354 15.640999999999998 0.011000000000000001
2458661.49434 15.620999999999999 0.012
2458661.4951 15.659 0.013000000000000001
2458661.4958599997 15.613 0.012
2458661.49661 15.638 0.011000000000000001
2458661.4974 15.63 0.012
2458661.49823 15.639000000000001 0.012
2458661.49898 15.704 0.013999999999999999
2458661.49973 15.665999999999999 0.011000000000000001
2458661.50054 15.66 0.012
2458661.5013099997 15.683 0.012
2458661.50206 15.696 0.012
2458661.50281 15.673 0.012
2458661.50362 15.687000000000001 0.012
2458661.50442 15.694 0.013000000000000001
2458661.5051700003 15.690999999999999 0.012
2458661.50594 15.665999999999999 0.013000000000000001
2458661.50674 15.679 0.012
2458661.50749 15.683 0.012
2458661.50825 15.635 0.013000000000000001
2458661.509 15.659 0.012
2458661.5098 15.669 0.012
2458661.51057 15.658 0.011000000000000001
2458661.51138 15.667 0.012
2458661.5121299997 15.662 0.011000000000000001
2458661.5131 15.677 0.019
2458661.51385 15.664000000000001 0.017
2458661.51461 15.664000000000001 0.02
2458661.51536 15.652999999999999 0.018000000000000002
2458661.5161599996 15.699000000000002 0.018000000000000002
2458661.51692 15.642999999999999 0.017
2458661.51767 15.681 0.018000000000000002
2458661.5184299997 15.679 0.019
2458661.5192400003 15.692 0.018000000000000002
2458661.51999 15.697000000000001 0.019
2458661.52078 15.696 0.018000000000000002
2458661.52154 15.655 0.02
2458661.52233 15.673 0.018000000000000002
2458661.5230799997 15.652000000000001 0.018000000000000002
2458661.52384 15.681 0.019
2458661.52459 15.638 0.017
2458661.52539 15.617 0.019
2458661.52616 15.649000000000001 0.018000000000000002
2458661.52691 15.637 0.021
2458661.52767 15.637 0.017
2458661.5284700003 15.645999999999999 0.021
2458661.52922 15.618 0.018000000000000002
2458661.52998 15.582 0.019
2458661.5307400003 15.617 0.017
2458661.5315400003 15.618 0.018000000000000002
2458661.53229 15.595999999999998 0.018000000000000002
2458661.53306 15.607000000000001 0.017
2458661.53381 15.575 0.02
2458661.53461 15.63 0.018000000000000002
2458661.53537 15.613 0.022000000000000002
2458661.5361200003 15.627 0.019
2458661.53688 15.628 0.018000000000000002
2458661.53767 15.620999999999999 0.02
2458661.5384400003 15.651 0.019
2458661.53919 15.63 0.018000000000000002
2458661.53994 15.637 0.019
2458661.54074 15.665999999999999 0.021
2458661.54149 15.665 0.019
2458661.54225 15.658 0.022000000000000002
2458661.5430099997 15.654000000000002 0.02
2458661.5438 15.628 0.019
2458661.54455 15.626 0.019
2458661.54531 15.675999999999998 0.02
2458661.5460599996 15.661 0.021
2458661.54685 15.635 0.02
2458661.5476 15.6 0.023
2458661.54837 15.642999999999999 0.021
2458661.54912 15.673 0.021
2458661.5499299997 15.66 0.021
2458661.55068 15.65 0.02
2458661.55144 15.657 0.022000000000000002
2458661.55219 15.667 0.021
2458661.553 15.690999999999999 0.024
2458661.55375 15.644 0.021
2458661.5545 15.677 0.023
2458661.55525 15.654000000000002 0.022000000000000002
2458661.55605 15.640999999999998 0.022000000000000002
2458661.55682 15.677999999999999 0.023
2458661.55757 15.655999999999999 0.02
2458661.55833 15.667 0.023
2458663.60917 15.469000000000001 0.019
2458663.61008 15.448 0.021
2458663.611 15.477 0.02
2458663.6119 15.469000000000001 0.018000000000000002
2458663.61282 15.448 0.021
2458663.6138400002 15.482999999999999 0.018000000000000002
2458663.61476 15.462 0.019
2458663.61567 15.488 0.018000000000000002
2458663.61659 15.511 0.019
2458663.6175 15.485 0.018000000000000002
2458663.61847 15.482000000000001 0.018000000000000002
2458663.61939 15.501 0.019
2458663.6203 15.507 0.019
2458663.6212 15.504000000000001 0.019
2458663.62213 15.485999999999999 0.019
2458663.6231400003 15.503 0.019
2458663.62407 15.502 0.019
2458663.62499 15.487 0.019
2458663.6259 15.514000000000001 0.019
2458663.62682 15.499 0.019
2458663.6277799997 15.519 0.019
2458663.62869 15.525 0.019
2458663.6296200003 15.5 0.019
2458663.63145 15.495 0.02
2458663.6324400003 15.514000000000001 0.021
2458663.63334 15.515 0.02
2458663.6342599997 15.527000000000001 0.019
2458663.63517 15.505 0.018000000000000002
2458663.63609 15.53 0.025
2458663.63705 15.544 0.02
2458663.63797 15.524000000000001 0.02
2458663.63889 15.525 0.024
2458663.63979 15.527999999999999 0.02
2458663.64072 15.517000000000001 0.019
2458663.64172 15.526 0.022000000000000002
2458663.64264 15.499 0.021
2458663.64355 15.529000000000002 0.019
2458663.6444599996 15.503 0.019
2458663.64538 15.522 0.019
2458663.64635 15.514000000000001 0.023
2458663.64727 15.463 0.022000000000000002
2458663.64818 15.459000000000001 0.018000000000000002
2458663.6491 15.475999999999999 0.019
2458663.7464236114 15.28 0.027999999999999997
2458663.747986111 15.300999999999998 0.027000000000000003
2458663.7495370368 15.302999999999999 0.027999999999999997
2458663.751087963 15.300999999999998 0.027999999999999997
2458663.7526388885 15.262 0.028999999999999998
2458663.754189815 15.23 0.027000000000000003
2458663.755798611 15.312999999999999 0.03
2458663.7573495368 15.312999999999999 0.027999999999999997
2458663.758900463 15.25 0.028999999999999998
2458663.760462963 15.262 0.027999999999999997
2458663.762013889 15.288 0.03
2458663.763576389 15.207 0.027000000000000003
2458663.7651388887 15.251 0.027000000000000003
2458663.7667013886 15.308 0.027000000000000003
2458663.7682638885 15.302999999999999 0.026000000000000002
2458663.769814815 15.265 0.026000000000000002
2458663.771377315 15.311 0.027999999999999997
2458663.7729282407 15.321 0.027000000000000003
2458663.774490741 15.33 0.027999999999999997
2458663.776041666 15.298 0.027000000000000003
2458663.7776041664 15.302999999999999 0.027000000000000003
2458663.779155093 15.356 0.028999999999999998
2458663.7807060187 15.288 0.027000000000000003
2458663.7822569446 15.341 0.027000000000000003
2458663.7838657405 15.287 0.026000000000000002
2458663.7854166664 15.277999999999999 0.026000000000000002
2458663.786979167 15.207 0.026000000000000002
2458663.7885300927 15.220999999999998 0.027999999999999997
2458663.7900925926 15.239 0.028999999999999998
2458663.7916435185 15.258 0.027999999999999997
2458663.7932060184 15.248 0.031
2458663.7947685183 15.282 0.03
2458663.796319444 15.295 0.031
2458663.7978819446 15.3 0.033
2458663.7994444445 15.234000000000002 0.027999999999999997
2458663.8009953704 15.243 0.027999999999999997
2458663.8025578703 15.300999999999998 0.026000000000000002
2458663.805659722 15.265999999999998 0.036000000000000004
2458663.807222222 15.276 0.035
2458663.8103356482 15.255 0.07400000000000001
2458663.8484027777 15.269 0.027999999999999997
2458663.849953704 15.345 0.061
2458663.851504629 15.26 0.027000000000000003
2458663.853067129 15.315999999999999 0.025
2458663.8546180557 15.312000000000001 0.024
2458663.8561689816 15.385 0.027000000000000003
2458663.857731481 15.274000000000001 0.04
2458663.8592824074 15.312999999999999 0.026000000000000002
2458663.867337963 15.27 0.055999999999999994
2458663.868888889 15.318 0.034
2458663.870439815 15.352 0.046
2458663.8735300926 15.28 0.03
2458663.8750810185 15.248 0.028999999999999998
2458663.8766319444 15.302 0.03
2458663.8781712963 15.302999999999999 0.028999999999999998
2458663.8797337958 15.338 0.031
2458663.8812847217 15.286 0.028999999999999998
2458663.882847222 15.284 0.032
2458663.887523148 15.392000000000001 0.043
2458663.889074074 15.324000000000002 0.044000000000000004
2458665.6071099997 15.556 0.019
2458665.60802 15.550999999999998 0.019
2458665.60892 15.550999999999998 0.02
2458665.60984 15.520999999999999 0.022000000000000002
2458665.61081 15.556 0.019
2458665.61172 15.522 0.018000000000000002
2458665.61263 15.517999999999999 0.02
2458665.6135400003 15.526 0.019
2458665.61447 15.522 0.019
2458665.6155 15.520999999999999 0.019
2458665.61641 15.530999999999999 0.018000000000000002
2458665.61733 15.549000000000001 0.019
2458665.61824 15.54 0.019
2458665.61914 15.529000000000002 0.018000000000000002
2458665.6201299997 15.517999999999999 0.019
2458665.62106 15.526 0.019
2458665.62197 15.552999999999999 0.021
2458665.62288 15.552999999999999 0.018000000000000002
2458665.6238 15.546 0.019
2458665.6248 15.549000000000001 0.022000000000000002
2458665.62572 15.538 0.018000000000000002
2458665.62663 15.548 0.019
2458665.62755 15.558 0.021
2458665.62846 15.532 0.019
2458665.6294400003 15.547 0.019
2458665.63036 15.525 0.019
2458665.6312599997 15.520999999999999 0.017
2458665.6321799997 15.51 0.019
2458665.63308 15.520999999999999 0.019
2458665.63411 15.543 0.019
2458665.63502 15.537 0.019
2458665.63595 15.543 0.019
2458665.63686 15.547 0.021
2458665.63777 15.552 0.019
2458665.63875 15.52 0.016
2458665.63966 15.540999999999999 0.015
2458665.64058 15.548 0.017
2458665.6414900003 15.562999999999999 0.019
2458665.6424 15.550999999999998 0.021
2458665.6434299997 15.561 0.02
2458665.64434 15.565999999999999 0.019
2458665.64524 15.564 0.019
2458665.64615 15.554 0.019
2458665.64709 15.546 0.024
2458665.64807 15.526 0.017
2458665.64898 15.527000000000001 0.018000000000000002
2458666.45248 15.655999999999999 0.011000000000000001
2458666.45324 15.67 0.01
2458666.45403 15.664000000000001 0.01
2458666.4547900003 15.642000000000001 0.01
2458666.45554 15.66 0.01
2458666.4563 15.657 0.01
2458666.45711 15.662 0.009000000000000001
2458666.45787 15.674000000000001 0.01
2458666.45862 15.682 0.01
2458666.45939 15.675 0.01
2458666.46019 15.665999999999999 0.01
2458666.46094 15.684000000000001 0.01
2458666.4617 15.663 0.01
2458666.46245 15.667 0.009000000000000001
2458666.46324 15.69 0.01
2458666.464 15.687999999999999 0.009000000000000001
2458666.46477 15.675 0.011000000000000001
2458666.46552 15.685 0.009000000000000001
2458666.46632 15.648 0.011000000000000001
2458666.46708 15.663 0.009000000000000001
2458666.46784 15.661 0.01
2458666.4686 15.661 0.01
2458666.4694 15.668 0.013000000000000001
2458666.47015 15.659 0.013000000000000001
2458666.4709 15.66 0.013000000000000001
2458666.47167 15.700999999999999 0.013999999999999999
2458666.47247 15.662 0.013000000000000001
2458666.47328 15.647 0.01
2458666.4740400002 15.655999999999999 0.009000000000000001
2458666.4747900004 15.66 0.01
2458666.47558 15.640999999999998 0.01
2458666.47634 15.65 0.009000000000000001
2458666.47709 15.642999999999999 0.01
2458666.47786 15.652000000000001 0.009000000000000001
2458666.47866 15.654000000000002 0.01
2458666.47942 15.628 0.009000000000000001
2458666.48019 15.606 0.01
2458666.48094 15.649000000000001 0.009000000000000001
2458666.48174 15.681 0.009000000000000001
2458666.4824900003 15.66 0.01
2458666.48325 15.663 0.009000000000000001
2458666.484 15.689 0.01
2458666.4848599997 15.668 0.009000000000000001
2458666.48563 15.675999999999998 0.009000000000000001
2458666.48638 15.667 0.009000000000000001
2458666.48713 15.669 0.011000000000000001
2458666.4879900003 15.682 0.01
2458666.48875 15.657 0.011000000000000001
2458666.4895 15.659 0.045
2458666.49027 15.687000000000001 0.01
2458666.49111 15.686 0.01
2458666.49186 15.669 0.009000000000000001
2458666.4926299998 15.681 0.01
2458666.49338 15.671 0.009000000000000001
2458666.49418 15.689 0.01
2458666.49493 15.652999999999999 0.01
2458666.4956900002 15.647 0.01
2458666.49646 15.645 0.009000000000000001
2458666.4972599996 15.668 0.009000000000000001
2458666.4980099997 15.689 0.009000000000000001
2458666.49877 15.69 0.009000000000000001
2458666.49953 15.67 0.015
2458666.50032 15.672 0.013999999999999999
2458666.5010900004 15.661 0.016
2458666.50185 15.692 0.015
2458666.5026 15.682 0.015
2458666.50341 15.68 0.013999999999999999
2458666.50417 15.692 0.015
2458666.50493 15.712 0.015
2458666.50568 15.71 0.015
2458666.50649 15.702 0.015
2458666.50725 15.674000000000001 0.013999999999999999
2458666.50801 15.686 0.016
2458666.50973 15.677999999999999 0.027000000000000003
2458666.51058 15.687999999999999 0.015
2458666.51133 15.709000000000001 0.018000000000000002
2458666.5120900003 15.635 0.015
2458666.51285 15.645999999999999 0.015
2458666.51365 15.610999999999999 0.015
2458666.51441 15.658 0.015
2458666.51516 15.640999999999998 0.015
2458666.5159299998 15.648 0.015
2458666.5167400003 15.685 0.017
2458666.51749 15.645999999999999 0.013999999999999999
2458666.51825 15.669 0.017
2458666.519 15.640999999999998 0.015
2458666.5198 15.639000000000001 0.015
2458666.52344 15.722999999999999 0.023
2458666.5251700003 15.674000000000001 0.018000000000000002
2458666.52593 15.681 0.016
2458666.52668 15.693 0.016
2458666.5275 15.687000000000001 0.017
2458666.52825 15.699000000000002 0.016
2458666.529 15.672 0.017
2458666.52976 15.663 0.015
2458666.53056 15.695 0.018000000000000002
2458666.53131 15.655 0.015
2458666.53207 15.713 0.019
2458666.53282 15.693 0.016
2458666.53362 15.687000000000001 0.017
2458666.53438 15.718 0.018000000000000002
2458666.5351299997 15.69 0.016
2458666.53589 15.655999999999999 0.019
2458666.53668 15.68 0.016
2458666.53743 15.694 0.017
2458666.53818 15.712 0.017
2458666.5389400003 15.716 0.018000000000000002
2458666.53973 15.68 0.019
2458666.54049 15.690999999999999 0.017
2458666.542 15.69 0.016
2458666.5428 15.69 0.017
2458666.54355 15.675 0.016
2458666.54431 15.665 0.017
2458666.54506 15.667 0.015
2458666.54586 15.665999999999999 0.017
2458666.54661 15.682 0.017
2458666.5473599997 15.642999999999999 0.015
2458666.5510400003 15.627 0.009000000000000001
2458666.5518099996 15.636 0.009000000000000001
2458666.55253 15.642999999999999 0.01
2458666.55325 15.6 0.009000000000000001
2458666.55398 15.609000000000002 0.009000000000000001
2458666.55475 15.615 0.009000000000000001
2458666.55547 15.624 0.01
2458666.5561900004 15.642000000000001 0.011000000000000001
2458666.55692 15.634 0.009000000000000001
2458666.5577 15.626 0.01
2458666.5584299997 15.628 0.01
2458666.5591599997 15.624 0.009000000000000001
2458666.55987 15.625 0.01
2458666.56065 15.624 0.01
2458666.56138 15.607000000000001 0.011000000000000001
2458666.56211 15.600999999999999 0.01
2458666.5628400003 15.597000000000001 0.012
2458666.5636 15.62 0.01
2458666.56433 15.610999999999999 0.011000000000000001
2458666.56506 15.607999999999999 0.011000000000000001
2458667.6071099997 15.498 0.019
2458667.60803 15.515 0.018000000000000002
2458667.60904 15.513 0.019
2458667.60995 15.524000000000001 0.019
2458667.61087 15.530999999999999 0.019
2458667.61178 15.524000000000001 0.02
2458667.6127 15.524000000000001 0.02
2458667.61369 15.538 0.02
2458667.61461 15.509 0.02
2458667.61553 15.507 0.018000000000000002
2458667.61644 15.532 0.019
2458667.61735 15.542 0.019
2458667.61833 15.544 0.026000000000000002
2458667.61926 15.525 0.02
2458667.62019 15.522 0.02
2458667.62109 15.527999999999999 0.021
2458667.62201 15.505999999999998 0.021
2458667.62304 15.523 0.02
2458667.62396 15.519 0.019
2458667.62488 15.523 0.02
2458667.62582 15.535 0.019
2458667.62674 15.519 0.019
2458667.6277400004 15.525 0.018000000000000002
2458667.62866 15.498 0.017
2458667.6296200003 15.517000000000001 0.018000000000000002
2458667.63052 15.514000000000001 0.019
2458667.63144 15.504000000000001 0.018000000000000002
2458667.63247 15.52 0.021
2458667.6334599997 15.517000000000001 0.021
2458667.63436 15.523 0.019
2458667.63528 15.517999999999999 0.019
2458667.63619 15.523 0.019
2458667.63719 15.534 0.02
2458667.6381 15.517000000000001 0.018000000000000002
2458667.639 15.537 0.02
2458667.63994 15.530999999999999 0.021
2458667.6408599997 15.529000000000002 0.021
2458667.64193 15.534 0.02
2458667.64286 15.56 0.02
2458667.64376 15.588 0.022000000000000002
2458667.64468 15.577 0.02
2458667.6455900003 15.56 0.02
2458667.6466099997 15.543 0.019
2458667.6475299997 15.539000000000001 0.02
2458667.64844 15.539000000000001 0.018000000000000002
2458668.05804 15.684000000000001 0.016
2458668.05885 15.672 0.016
2458668.05965 15.707 0.016
2458668.06044 15.683 0.016
2458668.06124 15.685 0.016
2458668.06205 15.669 0.016
2458668.06285 15.667 0.016
2458668.06366 15.673 0.016
2458668.06446 15.657 0.017
2458668.06525 15.675 0.016
2458668.06604 15.627 0.015
2458668.06685 15.635 0.015
2458668.0677099996 15.683 0.016
2458668.06852 15.685 0.015
2458668.0693200002 15.677999999999999 0.016
2458668.0701 15.715 0.015
2458668.0709 15.695 0.015
2458668.0717 15.677 0.015
2458668.07253 15.7 0.016
2458668.07333 15.677999999999999 0.015
2458668.07413 15.682 0.016
2458668.07493 15.698 0.016
2458668.0757299997 15.694 0.015
2458668.07652 15.68 0.016
2458668.0773099996 15.684000000000001 0.015
2458668.0781400003 15.673 0.015
2458668.0789400004 15.655 0.015
2458668.07973 15.640999999999998 0.015
2458668.08053 15.695 0.016
2458668.0814099996 15.682 0.016
2458668.08222 15.648 0.015
2458668.0830099997 15.664000000000001 0.016
2458668.0838200003 15.674000000000001 0.017
2458668.08462 15.659 0.015
2458668.08541 15.684000000000001 0.016
2458668.0862 15.693 0.016
2458668.087 15.693 0.016
2458668.08785 15.722999999999999 0.016
2458668.08865 15.712 0.016
2458668.0894299997 15.696 0.015
2458668.0902299997 15.675999999999998 0.016
2458668.09102 15.722000000000001 0.016
2458668.09182 15.673 0.015
2458668.0926200002 15.692 0.016
2458668.09343 15.669 0.015
2458668.09422 15.720999999999998 0.017
2458668.09502 15.749 0.017
2458668.09582 15.722999999999999 0.017
2458668.09661 15.713 0.017
2458668.09741 15.718 0.016
2458668.09823 15.727 0.017
2458668.0990400002 15.717 0.016
2458668.0998400003 15.737 0.016
2458668.10063 15.709000000000001 0.016
2458668.1014400003 15.708 0.016
2458668.10223 15.704 0.016
2458668.10303 15.710999999999999 0.016
2458668.10385 15.719000000000001 0.017
2458668.1046599997 15.7 0.017
2458668.1054599998 15.71 0.015
2458668.10626 15.743 0.016
2458668.10706 15.715 0.016
2458668.10786 15.732000000000001 0.016
2458668.10869 15.758 0.016
2458668.1095 15.722000000000001 0.016
2458668.11029 15.714 0.016
2458668.1110900003 15.727 0.016
2458668.1118799997 15.72 0.017
2458668.1127 15.755 0.016
2458668.11348 15.741 0.016
2458668.11429 15.739 0.016
2458668.11509 15.737 0.016
2458668.11588 15.732000000000001 0.017
2458668.11668 15.707 0.016
2458668.11749 15.741 0.015
2458668.11829 15.727 0.015
2458668.11912 15.720999999999998 0.015
2458668.11993 15.722999999999999 0.015
2458668.12072 15.72 0.016
2458668.12152 15.687999999999999 0.015
2458668.12231 15.665 0.015
2458668.12311 15.665 0.013999999999999999
2458668.12397 15.672 0.013999999999999999
2458668.12476 15.642000000000001 0.015
2458668.12556 15.658 0.013999999999999999
2458668.12634 15.65 0.015
2458668.12714 15.642000000000001 0.015
2458668.12793 15.665999999999999 0.015
2458668.12873 15.662 0.013999999999999999
2458668.12955 15.675999999999998 0.013999999999999999
2458668.13036 15.677 0.013999999999999999
2458668.13116 15.677 0.015
2458668.13196 15.693 0.015
2458668.1327400003 15.686 0.015
2458668.1335400003 15.7 0.015
2458668.1343900003 15.664000000000001 0.015
2458668.1351900003 15.684000000000001 0.015
2458668.13598 15.675999999999998 0.013999999999999999
2458668.13677 15.66 0.015
2458668.1375700003 15.710999999999999 0.015
2458668.1383599997 15.715 0.015
2458668.13918 15.698 0.015
2458668.13998 15.686 0.015
2458668.14079 15.698 0.016
2458668.14157 15.689 0.015
2458668.14237 15.665 0.015
2458668.14317 15.716 0.015
2458669.60715 15.478 0.017
2458669.60808 15.458 0.019
2458669.60898 15.465 0.017
2458669.6099099996 15.449000000000002 0.021
2458669.61098 15.442 0.017
2458669.6119 15.485 0.019
2458669.61281 15.468 0.017
2458669.61374 15.457 0.016
2458669.61465 15.482000000000001 0.018000000000000002
2458669.61565 15.466 0.018000000000000002
2458669.61656 15.492 0.018000000000000002
2458669.61748 15.464 0.018000000000000002
2458669.61839 15.467 0.018000000000000002
2458669.6192900003 15.47 0.015
2458669.62032 15.484000000000002 0.021
2458669.6212400002 15.492 0.018000000000000002
2458669.62214 15.468 0.016
2458669.62307 15.447000000000001 0.02
2458669.62397 15.481 0.018000000000000002
2458669.62499 15.470999999999998 0.017
2458669.6259 15.492 0.02
2458669.62682 15.495 0.017
2458669.6277400004 15.489 0.018000000000000002
2458669.62865 15.479000000000001 0.019
2458669.6297 15.514000000000001 0.019
2458669.63063 15.511 0.018000000000000002
2458669.63162 15.503 0.018000000000000002
2458669.63258 15.520999999999999 0.019
2458669.63355 15.504000000000001 0.022000000000000002
2458669.63472 15.505999999999998 0.017
2458669.63568 15.515999999999998 0.018000000000000002
2458669.6365900002 15.499 0.017
2458669.6375 15.517999999999999 0.019
2458669.6384 15.482000000000001 0.018000000000000002
2458669.63944 15.493 0.018000000000000002
2458669.64036 15.492 0.016
2458669.64127 15.482999999999999 0.018000000000000002
2458669.64219 15.481 0.017
2458669.6430900004 15.472999999999999 0.021
2458669.64409 15.482000000000001 0.022000000000000002
2458669.645 15.47 0.018000000000000002
2458669.64593 15.478 0.017
2458669.64684 15.460999999999999 0.018000000000000002
2458669.64774 15.477 0.018000000000000002
2458669.64877 15.491 0.025
2458670.74219 15.797 0.004
2458670.7436599997 15.8 0.004
2458670.74653 15.783 0.003
2458670.7501 15.773 0.003
2458670.75367 15.777000000000001 0.003
2458670.75725 15.777000000000001 0.003
2458670.76082 15.79 0.003
2458670.76439 15.814 0.003
2458670.76796 15.81 0.003
2458670.77153 15.795 0.003
2458670.77509 15.784 0.003
2458670.77866 15.754000000000001 0.003
2458670.78222 15.775 0.004
2458670.7858 15.82 0.005
2458670.78938 15.83 0.003
2458670.79295 15.815999999999999 0.005
2458670.85088 15.823 0.002
2458670.85443 15.82 0.002
2458670.8580099996 15.796 0.002
2458670.86157 15.823 0.002
2458670.86872 15.818 0.003
2458670.87228 15.818 0.003
